PE, avg_PE, time
8.57412e+06 ,4.41388e+08 ,0.092462
8.56796e+06 ,4.38872e+08 ,0.092675
8.56796e+06 ,4.38872e+08 ,0.092884
8.56796e+06 ,4.36385e+08 ,0.093094
8.56739e+06 ,4.33926e+08 ,0.093302
8.56739e+06 ,4.33926e+08 ,0.093507
8.54191e+06 ,4.31495e+08 ,0.093716
6.79782e+06 ,4.29082e+08 ,0.093926
6.79658e+06 ,4.26696e+08 ,0.094159
6.79658e+06 ,4.26696e+08 ,0.094424
6.79596e+06 ,4.24337e+08 ,0.094756
6.79596e+06 ,4.24337e+08 ,0.095066
6.79547e+06 ,4.22005e+08 ,0.095339
6.79547e+06 ,4.22005e+08 ,0.095558
6.79547e+06 ,4.22005e+08 ,0.095775
6.79547e+06 ,4.22005e+08 ,0.095985
6.79547e+06 ,4.22005e+08 ,0.096195
6.79547e+06 ,4.22005e+08 ,0.096403
6.79546e+06 ,4.19698e+08 ,0.096612
6.79546e+06 ,4.19698e+08 ,0.096819
6.79546e+06 ,4.17417e+08 ,0.097026
5.7272e+06 ,4.15155e+08 ,0.097233
4.47777e+06 ,4.12911e+08 ,0.09744
4.47777e+06 ,4.12911e+08 ,0.097648
4.47777e+06 ,4.12911e+08 ,0.097854
4.47767e+06 ,4.10691e+08 ,0.098062
4.47764e+06 ,4.08495e+08 ,0.098268
4.4775e+06 ,4.06323e+08 ,0.098476
4.4775e+06 ,4.06323e+08 ,0.098684
4.4775e+06 ,4.06323e+08 ,0.098891
4.4775e+06 ,4.06323e+08 ,0.099098
4.4775e+06 ,4.06323e+08 ,0.099305
4.4775e+06 ,4.06323e+08 ,0.099511
4.4775e+06 ,4.06323e+08 ,0.099718
4.4775e+06 ,4.06323e+08 ,0.099926
4.4775e+06 ,4.06323e+08 ,0.100133
4.4775e+06 ,4.06323e+08 ,0.100347
4.4775e+06 ,4.04174e+08 ,0.100555
4.4775e+06 ,4.04174e+08 ,0.100763
4.4775e+06 ,4.04174e+08 ,0.100972
4.4775e+06 ,4.04174e+08 ,0.101179
4.4775e+06 ,4.04174e+08 ,0.101385
4.4775e+06 ,4.04174e+08 ,0.101597
4.4775e+06 ,4.04174e+08 ,0.101832
4.46316e+06 ,4.02048e+08 ,0.102042
4.46316e+06 ,4.02048e+08 ,0.102251
4.46316e+06 ,4.02048e+08 ,0.102458
4.46316e+06 ,4.02048e+08 ,0.102666
4.46316e+06 ,4.02048e+08 ,0.102873
4.46316e+06 ,4.02048e+08 ,0.103081
4.46316e+06 ,4.02048e+08 ,0.103288
4.46316e+06 ,4.02048e+08 ,0.103496
4.46316e+06 ,4.02048e+08 ,0.103703
4.46312e+06 ,3.99944e+08 ,0.103911
4.46283e+06 ,3.97863e+08 ,0.104123
4.46283e+06 ,3.95803e+08 ,0.10433
4.46283e+06 ,3.95803e+08 ,0.104539
4.46232e+06 ,3.93765e+08 ,0.104751
4.46231e+06 ,3.91748e+08 ,0.104962
4.46231e+06 ,3.91748e+08 ,0.105169
4.46231e+06 ,3.91748e+08 ,0.105376
4.46231e+06 ,3.91748e+08 ,0.105583
4.46231e+06 ,3.89752e+08 ,0.10579
4.46231e+06 ,3.89752e+08 ,0.105999
4.46231e+06 ,3.89752e+08 ,0.106207
4.46231e+06 ,3.87776e+08 ,0.106414
4.46231e+06 ,3.87776e+08 ,0.10662
4.46231e+06 ,3.87776e+08 ,0.106828
4.46231e+06 ,3.87776e+08 ,0.107035
4.46231e+06 ,3.87776e+08 ,0.107242
4.46231e+06 ,3.87776e+08 ,0.10745
4.46231e+06 ,3.87776e+08 ,0.107663
4.4623e+06 ,3.8582e+08 ,0.107871
4.4623e+06 ,3.8582e+08 ,0.108082
4.4623e+06 ,3.8582e+08 ,0.10829
4.46092e+06 ,3.83884e+08 ,0.108498
4.46092e+06 ,3.83884e+08 ,0.108705
4.46092e+06 ,3.83884e+08 ,0.108912
4.46092e+06 ,3.83884e+08 ,0.109118
4.46059e+06 ,3.81968e+08 ,0.109324
4.46056e+06 ,3.80071e+08 ,0.109532
4.46056e+06 ,3.80071e+08 ,0.10974
4.45138e+06 ,3.78193e+08 ,0.109946
4.45138e+06 ,3.78193e+08 ,0.110153
4.45138e+06 ,3.78193e+08 ,0.110361
4.45138e+06 ,3.78193e+08 ,0.110569
4.45138e+06 ,3.78193e+08 ,0.110776
4.45138e+06 ,3.78193e+08 ,0.110984
4.45138e+06 ,3.78193e+08 ,0.111195
4.45138e+06 ,3.78193e+08 ,0.111407
4.45051e+06 ,3.76333e+08 ,0.111614
4.45051e+06 ,3.76333e+08 ,0.111822
4.45051e+06 ,3.76333e+08 ,0.112029
4.45051e+06 ,3.76333e+08 ,0.112235
4.45051e+06 ,3.76333e+08 ,0.112442
2.62936e+06 ,3.74483e+08 ,0.112648
2.62936e+06 ,3.74483e+08 ,0.112857
2.62936e+06 ,3.74483e+08 ,0.113065
2.62936e+06 ,3.74483e+08 ,0.113271
2.62935e+06 ,3.72652e+08 ,0.113483
2.62935e+06 ,3.72652e+08 ,0.113691
2.62935e+06 ,3.72652e+08 ,0.113898
2.62935e+06 ,3.70838e+08 ,0.11411
2.62935e+06 ,3.70838e+08 ,0.114317
2.62935e+06 ,3.69042e+08 ,0.114524
2.62935e+06 ,3.69042e+08 ,0.11473
2.62935e+06 ,3.69042e+08 ,0.114937
2.62935e+06 ,3.69042e+08 ,0.115145
2.62935e+06 ,3.69042e+08 ,0.115351
2.62935e+06 ,3.69042e+08 ,0.115558
2.62935e+06 ,3.69042e+08 ,0.115764
2.62717e+06 ,3.67263e+08 ,0.115971
2.62717e+06 ,3.67263e+08 ,0.116177
2.62717e+06 ,3.67263e+08 ,0.116383
2.62717e+06 ,3.67263e+08 ,0.116589
2.62717e+06 ,3.67263e+08 ,0.116796
2.62717e+06 ,3.67263e+08 ,0.117003
2.62717e+06 ,3.65501e+08 ,0.11721
2.62715e+06 ,3.63757e+08 ,0.117416
2.62715e+06 ,3.62029e+08 ,0.117623
2.62715e+06 ,3.62029e+08 ,0.117831
2.62714e+06 ,3.60317e+08 ,0.118038
2.62714e+06 ,3.60317e+08 ,0.118245
2.62714e+06 ,3.60317e+08 ,0.118453
2.62714e+06 ,3.60317e+08 ,0.118659
2.62714e+06 ,3.60317e+08 ,0.118869
2.62713e+06 ,3.58622e+08 ,0.119076
